customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment,cluster,segment
405-5361468-8132856,81,1,720.55,2,3,1,6,231,1,Occasional Buyers
405-5361777-3640633,40,1,1922.22,4,3,3,10,433,0,Regular Customers
405-5362092-5885953,120,1,2083.35,1,3,3,7,133,1,Occasional Buyers
405-5362120-3316818,23,1,8188.97,5,3,5,13,535,2,High Value Customers
405-5362158-3126837,98,1,7775.85,2,3,5,10,235,2,High Value Customers
405-5362681-1889126,35,1,347.01,4,3,1,8,431,0,Regular Customers
405-5362732-6707794,45,1,1803.6,4,3,3,10,433,0,Regular Customers
405-5362865-1757674,69,1,2992.66,3,3,4,10,334,1,Occasional Buyers
405-5363238-5700892,46,1,2792.3,4,3,4,11,434,0,Regular Customers
405-5363730-8753019,15,1,8188.97,5,3,5,13,535,2,High Value Customers
405-5364686-3018907,8,1,2837.2,5,3,4,12,534,0,Regular Customers
405-5364745-4970244,65,1,1628.29,3,3,2,8,332,1,Occasional Buyers
405-5364954-3991051,61,1,7348.92,3,3,5,11,335,2,High Value Customers
405-5365444-2864793,74,1,3385.72,3,3,4,10,334,1,Occasional Buyers
405-5365528-4519167,85,1,2727.04,2,3,4,9,234,1,Occasional Buyers
405-5365738-3405226,1,1,5893.64,5,3,5,13,535,2,High Value Customers
405-5366033-7867076,118,1,997.34,1,3,1,5,131,1,Occasional Buyers
405-5366311-6586650,117,1,2070.86,1,3,3,7,133,1,Occasional Buyers
405-5367075-1112520,26,1,2005.73,4,3,3,10,433,0,Regular Customers
405-5367629-3445569,45,1,2616.39,4,3,4,11,434,0,Regular Customers
405-5367675-6576237,5,1,703.83,5,3,1,9,531,0,Regular Customers
405-5368635-4690972,9,1,2911.9,5,3,4,12,534,0,Regular Customers
405-5369510-2030419,42,1,2083.35,4,3,3,10,433,0,Regular Customers
405-5369516-2919533,34,1,6383.13,4,3,5,12,435,2,High Value Customers
405-5370900-8562823,112,1,8188.97,1,3,5,9,135,2,High Value Customers
405-5371001-3300711,18,1,773.48,5,3,1,9,531,0,Regular Customers
405-5371601-1473113,30,1,345.68,4,3,1,8,431,0,Regular Customers
405-5371676-4785792,47,1,1156.41,4,3,2,9,432,0,Regular Customers
405-5371691-6710198,115,1,8188.97,1,3,5,9,135,2,High Value Customers
405-5371707-1052288,47,1,740.75,4,3,1,8,431,0,Regular Customers
405-5371813-3277959,66,1,2870.69,3,3,4,10,334,1,Occasional Buyers
405-5372244-1376821,26,1,1562.36,4,3,2,9,432,0,Regular Customers
405-5372285-3759950,42,1,7658.64,4,3,5,12,435,2,High Value Customers
405-5372526-4317891,20,1,1238.56,5,3,2,10,532,0,Regular Customers
405-5372546-9132068,51,1,2769.61,3,3,4,10,334,0,Regular Customers
405-5372699-8456250,107,1,8188.97,1,3,5,9,135,2,High Value Customers
405-5372731-4521464,44,1,870.61,4,3,1,8,431,0,Regular Customers
405-5373042-9321254,95,1,5203.76,2,3,5,10,235,2,High Value Customers
405-5373123-4049211,67,1,3718.05,3,3,5,11,335,1,Occasional Buyers
405-5373138-7212717,8,1,2836.65,5,3,4,12,534,0,Regular Customers
405-5373210-8835777,53,1,4834.08,3,3,5,11,335,2,High Value Customers
405-5373286-4575625,24,1,8188.97,5,3,5,13,535,2,High Value Customers
405-5373590-4280584,67,1,3827.32,3,3,5,11,335,2,High Value Customers
405-5374095-8669672,38,1,1606.09,4,3,2,9,432,0,Regular Customers
405-5374295-3398658,71,1,2755.32,3,3,4,10,334,1,Occasional Buyers
405-5374663-7631317,61,1,855.74,3,3,1,7,331,0,Regular Customers
405-5375012-3478318,64,1,2656.94,3,3,4,10,334,1,Occasional Buyers
405-5375697-4390443,111,1,1250.18,1,3,2,6,132,1,Occasional Buyers
405-5376314-9020805,111,1,4124.8,1,3,5,9,135,1,Occasional Buyers
405-5376589-6365219,65,1,4130.38,3,3,5,11,335,2,High Value Customers
405-5377497-9695551,1,1,3458.67,5,3,4,12,534,0,Regular Customers
405-5377529-5384791,10,1,2376.44,5,3,3,11,533,0,Regular Customers
405-5377760-3584861,33,1,1510.1,4,3,2,9,432,0,Regular Customers
405-5377822-7297521,27,1,2458.09,4,3,4,11,434,0,Regular Customers
405-5378048-5929979,82,1,813.56,2,3,1,6,231,1,Occasional Buyers
405-5378283-1539331,79,1,2815.34,2,3,4,9,234,1,Occasional Buyers
405-5378340-2705784,120,1,4714.66,1,3,5,9,135,1,Occasional Buyers
405-5378351-9494883,114,1,2554.26,1,3,4,8,134,1,Occasional Buyers
405-5378619-7726140,40,1,3003.78,4,3,4,11,434,0,Regular Customers
405-5378829-9677159,111,1,3230.62,1,3,4,8,134,1,Occasional Buyers
405-5378939-8389861,110,1,1049.99,1,3,2,6,132,1,Occasional Buyers
405-5379133-5592808,93,1,1258.39,2,3,2,7,232,1,Occasional Buyers
405-5379236-8779153,13,1,7734.85,5,3,5,13,535,2,High Value Customers
405-5379696-4781886,109,1,3767.58,1,3,5,9,135,1,Occasional Buyers
405-5379760-3771368,51,1,1886.72,3,3,3,9,333,0,Regular Customers
405-5379996-1255141,24,1,7920.96,5,3,5,13,535,2,High Value Customers
405-5380412-4316801,7,1,567.4,5,3,1,9,531,0,Regular Customers
405-5380616-3767646,75,1,2567.45,2,3,4,9,234,1,Occasional Buyers
405-5380973-1434762,17,1,8188.97,5,3,5,13,535,2,High Value Customers
405-5381125-1143174,24,1,4701.5,5,3,5,13,535,2,High Value Customers
405-5381559-6860071,75,1,4453.46,2,3,5,10,235,2,High Value Customers
405-5381993-7713643,94,1,2941.48,2,3,4,9,234,1,Occasional Buyers
405-5382189-7636138,57,1,3664.3,3,3,4,10,334,0,Regular Customers
405-5382189-8362998,12,1,2558.34,5,3,4,12,534,0,Regular Customers
405-5382541-1715496,99,1,2397.72,1,3,4,8,134,1,Occasional Buyers
405-5382719-9487383,115,1,1144.38,1,3,2,6,132,1,Occasional Buyers
405-5382730-4988063,49,1,5192.34,4,3,5,12,435,2,High Value Customers
405-5382748-4372902,35,1,2321.53,4,3,3,10,433,0,Regular Customers
405-5382972-9060638,113,1,2328.44,1,3,3,7,133,1,Occasional Buyers
405-5383066-2728215,9,1,2614.9,5,3,4,12,534,0,Regular Customers
405-5383220-3844893,74,1,3983.04,3,3,5,11,335,2,High Value Customers
405-5383955-3362350,49,1,1281.12,4,3,2,9,432,0,Regular Customers
405-5384013-3859291,59,1,1040.05,3,3,2,8,332,0,Regular Customers
405-5384164-6851397,37,1,574.77,4,3,1,8,431,0,Regular Customers
405-5384948-8776882,17,1,1810.23,5,3,3,11,533,0,Regular Customers
405-5385202-3953511,25,1,4622.02,5,3,5,13,535,2,High Value Customers
405-5385760-1535864,105,1,5029.12,1,3,5,9,135,2,High Value Customers
405-5385775-2886973,15,1,2919.7,5,3,4,12,534,0,Regular Customers
405-5385876-6501124,34,1,4811.36,4,3,5,12,435,2,High Value Customers
405-5386127-7305556,22,1,2083.35,5,3,3,11,533,0,Regular Customers
405-5386160-7914388,35,1,2569.08,4,3,4,11,434,0,Regular Customers
405-5386320-2276997,42,1,1669.7,4,3,2,9,432,0,Regular Customers
405-5386372-9553893,64,1,3207.36,3,3,4,10,334,1,Occasional Buyers
405-5386970-3884420,13,1,2088.34,5,3,3,11,533,0,Regular Customers
405-5387159-1367118,15,1,1087.61,5,3,2,10,532,0,Regular Customers
405-5387286-6518338,46,1,966.38,4,3,1,8,431,0,Regular Customers
405-5387693-6697937,103,1,2026.69,1,3,3,7,133,1,Occasional Buyers
405-5387756-4857966,7,1,1968.36,5,3,3,11,533,0,Regular Customers
405-5388141-4784457,25,1,2593.5,5,3,4,12,534,0,Regular Customers
405-5388197-4992039,39,1,1124.43,4,3,2,9,432,0,Regular Customers
405-5388220-9410485,32,1,3866.76,4,3,5,12,435,0,Regular Customers
405-5388368-8531126,72,1,2891.75,3,3,4,10,334,1,Occasional Buyers
405-5388605-2359608,60,1,2609.14,3,3,4,10,334,0,Regular Customers
405-5388737-8388081,105,1,1588.14,1,3,2,6,132,1,Occasional Buyers
405-5389011-5921973,40,1,2333.39,4,3,3,10,433,0,Regular Customers
405-5389042-1405721,4,1,3575.8,5,3,4,12,534,0,Regular Customers
405-5389099-8311639,55,1,3239.55,3,3,4,10,334,0,Regular Customers
405-5389197-6176019,66,1,1961.22,3,3,3,9,333,1,Occasional Buyers
405-5389244-7763508,64,1,268.09,3,3,1,7,331,1,Occasional Buyers
405-5389397-1542048,112,1,6135.24,1,3,5,9,135,2,High Value Customers
405-5389555-1607833,13,1,1072.66,5,3,2,10,532,0,Regular Customers
405-5389691-6520986,15,1,3270.44,5,3,4,12,534,0,Regular Customers
405-5389949-6499272,48,1,2130.4,4,3,3,10,433,0,Regular Customers
405-5390018-3317501,58,1,777.33,3,3,1,7,331,0,Regular Customers
405-5390474-9185106,11,1,1680.68,5,3,2,10,532,0,Regular Customers
405-5390557-5033556,93,1,2099.75,2,3,3,8,233,1,Occasional Buyers
405-5391110-7369069,62,1,2083.35,3,3,3,9,333,1,Occasional Buyers
405-5391119-1219318,119,1,2796.28,1,3,4,8,134,1,Occasional Buyers
405-5391179-1885288,120,1,698.6,1,3,1,5,131,1,Occasional Buyers
405-5391228-9859464,50,1,426.91,3,3,1,7,331,0,Regular Customers
405-5391360-7835508,62,1,1074.23,3,3,2,8,332,1,Occasional Buyers
405-5391681-1716015,121,1,1403.53,1,3,2,6,132,1,Occasional Buyers
405-5391778-6247673,48,1,2083.35,4,3,3,10,433,0,Regular Customers
405-5391914-5349649,66,1,5889.9,3,3,5,11,335,2,High Value Customers
405-5391977-8221964,27,1,2676.65,4,3,4,11,434,0,Regular Customers
405-5391981-6373145,23,1,5846.2,5,3,5,13,535,2,High Value Customers
405-5391988-7354138,17,1,1434.56,5,3,2,10,532,0,Regular Customers
405-5392129-6384441,111,1,2967.33,1,3,4,8,134,1,Occasional Buyers
405-5392480-8216599,83,1,5831.1,2,3,5,10,235,2,High Value Customers
405-5392529-8966470,42,1,2456.95,4,3,4,11,434,0,Regular Customers
405-5392778-5155102,116,1,2440.26,1,3,4,8,134,1,Occasional Buyers
405-5393015-7935205,90,1,4271.78,2,3,5,10,235,2,High Value Customers
405-5393098-1282993,112,1,2438.22,1,3,4,8,134,1,Occasional Buyers
405-5393138-5656617,16,1,437.8,5,3,1,9,531,0,Regular Customers
405-5393203-5786168,108,1,1067.21,1,3,2,6,132,1,Occasional Buyers
405-5393763-1908292,50,1,2174.38,3,3,3,9,333,0,Regular Customers
405-5393989-3221308,26,1,2160.58,4,3,3,10,433,0,Regular Customers
405-5394620-7397120,105,1,8188.97,1,3,5,9,135,2,High Value Customers
405-5394820-5121724,58,1,2620.29,3,3,4,10,334,0,Regular Customers
405-5395160-1687114,112,1,5090.68,1,3,5,9,135,2,High Value Customers
405-5395684-5879598,107,1,7509.05,1,3,5,9,135,2,High Value Customers
405-5395767-8077868,77,1,7813.02,2,3,5,10,235,2,High Value Customers
405-5395816-2545151,2,1,1777.92,5,3,2,10,532,0,Regular Customers
405-5396084-3679108,104,1,455.62,1,3,1,5,131,1,Occasional Buyers
405-5396205-4347802,76,1,2785.39,2,3,4,9,234,1,Occasional Buyers
405-5396307-3088601,45,1,1568.79,4,3,2,9,432,0,Regular Customers
405-5396678-8704063,119,1,1911.06,1,3,3,7,133,1,Occasional Buyers
405-5396932-1041694,105,1,1775.34,1,3,2,6,132,1,Occasional Buyers
405-5397217-8788191,66,1,1487.39,3,3,2,8,332,1,Occasional Buyers
405-5397233-7319099,10,1,8188.97,5,3,5,13,535,2,High Value Customers
405-5397240-2099535,71,1,374.24,3,3,1,7,331,1,Occasional Buyers
405-5398056-9020258,38,1,4883.62,4,3,5,12,435,2,High Value Customers
405-5398260-3109106,98,1,1356.16,2,3,2,7,232,1,Occasional Buyers
405-5398367-7955536,68,1,6280.83,3,3,5,11,335,2,High Value Customers
405-5399088-8963944,4,1,1126.9,5,3,2,10,532,0,Regular Customers
405-5399158-4104734,67,1,4331.68,3,3,5,11,335,2,High Value Customers
405-5399279-8310398,100,1,3910.32,1,3,5,9,135,1,Occasional Buyers
405-5399748-1663784,52,1,5697.82,3,3,5,11,335,2,High Value Customers
405-5399765-3160918,94,1,566.11,2,3,1,6,231,1,Occasional Buyers
405-5400053-3565979,41,1,1234.28,4,3,2,9,432,0,Regular Customers
405-5400060-1605518,111,1,2806.91,1,3,4,8,134,1,Occasional Buyers
405-5400781-4855174,93,1,1583.82,2,3,2,7,232,1,Occasional Buyers
405-5400806-9635675,92,1,848.58,2,3,1,6,231,1,Occasional Buyers
405-5400992-2263185,120,1,2326.12,1,3,3,7,133,1,Occasional Buyers
405-5401609-5032421,121,1,1836.97,1,3,3,7,133,1,Occasional Buyers
405-5402681-4462293,110,1,1825.47,1,3,3,7,133,1,Occasional Buyers
405-5402683-5439035,20,1,1682.87,5,3,2,10,532,0,Regular Customers
405-5402704-8779089,38,1,5912.04,4,3,5,12,435,2,High Value Customers
405-5402779-4928666,85,1,683.12,2,3,1,6,231,1,Occasional Buyers
405-5402970-2614788,77,1,831.25,2,3,1,6,231,1,Occasional Buyers
405-5403234-8862863,45,1,2925.08,4,3,4,11,434,0,Regular Customers
405-5403235-2192817,12,1,2055.56,5,3,3,11,533,0,Regular Customers
405-5403317-1437205,38,1,2997.44,4,3,4,11,434,0,Regular Customers
405-5403958-8113882,66,1,4237.0,3,3,5,11,335,2,High Value Customers
405-5404180-4235031,119,1,1805.62,1,3,3,7,133,1,Occasional Buyers
405-5404212-8701803,121,1,5580.58,1,3,5,9,135,2,High Value Customers
405-5405260-8459960,90,1,2960.36,2,3,4,9,234,1,Occasional Buyers
405-5406145-1443225,15,1,225.37,5,3,1,9,531,0,Regular Customers
405-5406347-1280907,80,1,1198.39,2,3,2,7,232,1,Occasional Buyers
405-5406850-3319339,17,1,2616.28,5,3,4,12,534,0,Regular Customers
405-5406933-9687783,54,1,2764.62,3,3,4,10,334,0,Regular Customers
405-5406994-2268661,49,1,1069.21,4,3,2,9,432,0,Regular Customers
405-5407025-2055093,41,1,1090.38,4,3,2,9,432,0,Regular Customers
405-5407097-5828652,23,1,206.52,5,3,1,9,531,0,Regular Customers
405-5407435-2906359,33,1,2885.98,4,3,4,11,434,0,Regular Customers
405-5407764-1936680,56,1,3743.92,3,3,5,11,335,0,Regular Customers
405-5407766-3508694,51,1,5167.76,3,3,5,11,335,2,High Value Customers
405-5407909-4920548,54,1,2817.42,3,3,4,10,334,0,Regular Customers
405-5407977-2071187,110,1,4338.66,1,3,5,9,135,1,Occasional Buyers
405-5408204-9086806,56,1,3537.88,3,3,4,10,334,0,Regular Customers
405-5408307-3440915,21,1,742.6,5,3,1,9,531,0,Regular Customers
405-5408432-9061122,35,1,299.67,4,3,1,8,431,0,Regular Customers
405-5408757-3661082,67,1,465.48,3,3,1,7,331,1,Occasional Buyers
405-5408890-6937630,81,1,2693.78,2,3,4,9,234,1,Occasional Buyers
405-5409097-2152298,105,1,1194.12,1,3,2,6,132,1,Occasional Buyers
405-5409444-3969945,51,1,1812.25,3,3,3,9,333,0,Regular Customers
405-5409511-5503115,47,1,2737.86,4,3,4,11,434,0,Regular Customers
405-5409566-5033107,38,1,2858.29,4,3,4,11,434,0,Regular Customers
405-5409827-5158049,63,1,1303.48,3,3,2,8,332,1,Occasional Buyers
405-5410498-8587824,109,1,5763.46,1,3,5,9,135,2,High Value Customers
405-5410674-9890347,9,1,2951.38,5,3,4,12,534,0,Regular Customers
405-5410761-5803204,98,1,264.7,2,3,1,6,231,1,Occasional Buyers
405-5410770-6861568,105,1,2083.35,1,3,3,7,133,1,Occasional Buyers
405-5410962-4323500,91,1,4691.08,2,3,5,10,235,2,High Value Customers
405-5411183-8621802,94,1,2729.52,2,3,4,9,234,1,Occasional Buyers
405-5411276-9735972,85,1,2636.43,2,3,4,9,234,1,Occasional Buyers
405-5411320-5566609,108,1,456.74,1,3,1,5,131,1,Occasional Buyers
405-5411563-4400412,11,1,1400.06,5,3,2,10,532,0,Regular Customers
405-5411902-5346681,35,1,3327.0,4,3,4,11,434,0,Regular Customers
405-5411921-2949632,95,1,2469.33,2,3,4,9,234,1,Occasional Buyers
405-5411962-7595877,84,1,1299.96,2,3,2,7,232,1,Occasional Buyers
405-5412435-3548654,92,1,5958.86,2,3,5,10,235,2,High Value Customers
405-5412865-1224568,34,1,1792.75,4,3,3,10,433,0,Regular Customers
405-5412947-9291893,46,1,1903.94,4,3,3,10,433,0,Regular Customers
405-5413055-1459203,122,1,1197.54,1,3,2,6,132,1,Occasional Buyers
405-5413070-8113628,27,1,2218.18,4,3,3,10,433,0,Regular Customers
405-5413092-3495015,104,1,7459.0,1,3,5,9,135,2,High Value Customers
405-5413178-9910480,106,1,1526.13,1,3,2,6,132,1,Occasional Buyers
405-5413663-9507198,120,1,1001.97,1,3,1,5,131,1,Occasional Buyers
405-5413823-5411922,45,1,3925.04,4,3,5,12,435,0,Regular Customers
405-5414245-1889001,19,1,5056.52,5,3,5,13,535,2,High Value Customers
405-5414753-2256292,119,1,2232.29,1,3,3,7,133,1,Occasional Buyers
405-5414767-6695046,119,1,2061.3,1,3,3,7,133,1,Occasional Buyers
405-5414791-4299162,22,1,352.88,5,3,1,9,531,0,Regular Customers
405-5415253-6899128,59,1,2049.68,3,3,3,9,333,0,Regular Customers
405-5415714-6266971,30,1,2432.54,4,3,4,11,434,0,Regular Customers
405-5416175-5883820,37,1,799.3,4,3,1,8,431,0,Regular Customers
405-5416251-6976161,106,1,962.86,1,3,1,5,131,1,Occasional Buyers
405-5416254-9014597,19,1,1020.78,5,3,1,9,531,0,Regular Customers
405-5416946-3047336,24,1,2083.35,5,3,3,11,533,0,Regular Customers
405-5416966-2175423,96,1,2912.36,2,3,4,9,234,1,Occasional Buyers
405-5416988-9578472,115,1,995.5,1,3,1,5,131,1,Occasional Buyers
405-5417099-4258695,121,1,2853.04,1,3,4,8,134,1,Occasional Buyers
405-5417165-9593515,20,1,4411.46,5,3,5,13,535,0,Regular Customers
405-5417174-5375206,91,1,2773.32,2,3,4,9,234,1,Occasional Buyers
405-5417330-6129252,112,1,3538.8,1,3,4,8,134,1,Occasional Buyers
405-5417374-5158969,34,1,2083.35,4,3,3,10,433,0,Regular Customers
405-5417778-2817497,43,1,2135.63,4,3,3,10,433,0,Regular Customers
405-5417876-5074240,44,1,1792.54,4,3,3,10,433,0,Regular Customers
405-5418009-7727125,31,1,2967.87,4,3,4,11,434,0,Regular Customers
405-5418081-4661441,23,1,1888.52,5,3,3,11,533,0,Regular Customers
405-5418438-5338955,104,1,2083.35,1,3,3,7,133,1,Occasional Buyers
405-5418794-5558506,70,1,1732.02,3,3,2,8,332,1,Occasional Buyers
405-5419003-2411777,48,1,2487.2,4,3,4,11,434,0,Regular Customers
405-5419020-8911321,65,1,4131.44,3,3,5,11,335,2,High Value Customers
405-5419332-4544605,50,1,1956.98,3,3,3,9,333,0,Regular Customers
405-5419463-8704076,89,1,820.29,2,3,1,6,231,1,Occasional Buyers
405-5419581-8137062,24,1,4464.45,5,3,5,13,535,2,High Value Customers
405-5420112-2364944,91,1,3709.7,2,3,5,10,235,1,Occasional Buyers
405-5420470-1937222,71,1,1842.76,3,3,3,9,333,1,Occasional Buyers
405-5420569-1610262,44,1,1268.58,4,3,2,9,432,0,Regular Customers
405-5421023-3508196,84,1,3958.08,2,3,5,10,235,1,Occasional Buyers
405-5421469-8825802,89,1,1661.5,2,3,2,7,232,1,Occasional Buyers
405-5421502-2102644,117,1,7291.2,1,3,5,9,135,2,High Value Customers
405-5421635-8117101,59,1,1458.48,3,3,2,8,332,0,Regular Customers
405-5422537-9088717,21,1,2587.58,5,3,4,12,534,0,Regular Customers
405-5422725-2626095,40,1,2556.05,4,3,4,11,434,0,Regular Customers
405-5422754-7430253,36,1,611.36,4,3,1,8,431,0,Regular Customers
405-5422869-5638637,115,1,1864.91,1,3,3,7,133,1,Occasional Buyers
405-5422916-6760354,2,1,3847.7,5,3,5,13,535,0,Regular Customers
405-5423118-6984736,102,1,715.62,1,3,1,5,131,1,Occasional Buyers
405-5423124-7111902,45,1,5143.92,4,3,5,12,435,2,High Value Customers
405-5423353-3950511,2,1,8188.97,5,3,5,13,535,2,High Value Customers
405-5423362-1932139,4,1,665.92,5,3,1,9,531,0,Regular Customers
405-5423486-9939607,102,1,1344.78,1,3,2,6,132,1,Occasional Buyers
405-5423962-5077925,69,1,757.14,3,3,1,7,331,1,Occasional Buyers
405-5424292-7820271,88,1,2148.32,2,3,3,8,233,1,Occasional Buyers
405-5424450-5809902,33,1,3076.3,4,3,4,11,434,0,Regular Customers
405-5425613-9523290,22,1,7938.25,5,3,5,13,535,2,High Value Customers
405-5425668-2301706,110,1,5475.06,1,3,5,9,135,2,High Value Customers
405-5425771-7163222,20,1,943.18,5,3,1,9,531,0,Regular Customers
405-5425919-7866542,16,1,7218.6,5,3,5,13,535,2,High Value Customers
405-5426505-8815432,113,1,8188.97,1,3,5,9,135,2,High Value Customers
405-5426510-8186115,105,1,2601.8,1,3,4,8,134,1,Occasional Buyers
405-5426602-2944455,121,1,1681.15,1,3,2,6,132,1,Occasional Buyers
405-5427231-6310407,43,1,2414.34,4,3,4,11,434,0,Regular Customers
405-5427552-5021771,81,1,274.38,2,3,1,6,231,1,Occasional Buyers
405-5427646-6887694,57,1,4287.84,3,3,5,11,335,2,High Value Customers
405-5427820-1941095,111,1,1493.74,1,3,2,6,132,1,Occasional Buyers
405-5427968-1101222,44,1,1248.76,4,3,2,9,432,0,Regular Customers
405-5427983-5773321,58,1,2515.42,3,3,4,10,334,0,Regular Customers
405-5427989-3615049,92,1,2603.29,2,3,4,9,234,1,Occasional Buyers
405-5428026-5580025,49,1,2098.82,4,3,3,10,433,0,Regular Customers
405-5428230-9357819,84,1,4882.46,2,3,5,10,235,2,High Value Customers
405-5428392-2686473,78,1,506.44,2,3,1,6,231,1,Occasional Buyers
405-5428482-6082232,61,1,8188.97,3,3,5,11,335,2,High Value Customers
405-5429194-3307892,97,1,5673.6,2,3,5,10,235,2,High Value Customers
405-5429233-7851493,64,1,2550.16,3,3,4,10,334,1,Occasional Buyers
405-5429354-1720789,66,1,5976.94,3,3,5,11,335,2,High Value Customers
405-5429644-6286492,34,1,4789.16,4,3,5,12,435,2,High Value Customers
405-5429833-2895289,71,1,2083.35,3,3,3,9,333,1,Occasional Buyers
405-5430081-2466014,66,1,2083.35,3,3,3,9,333,1,Occasional Buyers
405-5430085-7582977,12,1,216.5,5,3,1,9,531,0,Regular Customers
405-5430498-1475678,107,1,8188.97,1,3,5,9,135,2,High Value Customers
405-5430611-2196165,115,1,1702.47,1,3,2,6,132,1,Occasional Buyers
405-5430770-3367566,108,1,3249.12,1,3,4,8,134,1,Occasional Buyers
405-5430958-1469289,74,1,2258.28,3,3,3,9,333,1,Occasional Buyers
405-5431608-9638869,95,1,8188.97,2,3,5,10,235,2,High Value Customers
405-5432623-7956654,60,1,2083.35,3,3,3,9,333,0,Regular Customers
405-5433207-4039980,36,1,3454.68,4,3,4,11,434,0,Regular Customers
405-5433676-8419812,8,1,2977.42,5,3,4,12,534,0,Regular Customers
405-5433800-3893687,89,1,582.76,2,3,1,6,231,1,Occasional Buyers
405-5434201-7169964,81,1,4278.12,2,3,5,10,235,2,High Value Customers
405-5434262-1126712,87,1,2563.14,2,3,4,9,234,1,Occasional Buyers
405-5434708-4654287,95,1,5751.58,2,3,5,10,235,2,High Value Customers
405-5435161-4249310,102,1,768.29,1,3,1,5,131,1,Occasional Buyers
405-5435493-9606736,62,1,2621.32,3,3,4,10,334,1,Occasional Buyers
405-5436607-2898946,115,1,848.56,1,3,1,5,131,1,Occasional Buyers
405-5436685-9800815,28,1,761.05,4,3,1,8,431,0,Regular Customers
405-5436845-2832971,92,1,1136.77,2,3,2,7,232,1,Occasional Buyers
405-5436863-3712969,20,1,2542.08,5,3,4,12,534,0,Regular Customers
405-5436908-1182177,51,1,2522.33,3,3,4,10,334,0,Regular Customers
405-5436946-8382349,32,1,1730.26,4,3,2,9,432,0,Regular Customers
405-5436967-6872825,122,1,2205.75,1,3,3,7,133,1,Occasional Buyers
405-5437268-2348231,49,1,2083.35,4,3,3,10,433,0,Regular Customers
405-5437607-6648328,37,1,2150.35,4,3,3,10,433,0,Regular Customers
405-5437610-8154988,70,1,3936.69,3,3,5,11,335,2,High Value Customers
405-5438194-9373860,55,1,2137.14,3,3,3,9,333,0,Regular Customers
405-5438404-4958458,43,1,8188.97,4,3,5,12,435,2,High Value Customers
405-5438424-2397195,56,1,1791.02,3,3,3,9,333,0,Regular Customers
405-5438524-7372696,1,1,5982.88,5,3,5,13,535,2,High Value Customers
405-5439185-9719028,62,1,2160.11,3,3,3,9,333,1,Occasional Buyers
405-5439381-9274168,56,1,1531.18,3,3,2,8,332,0,Regular Customers
405-5439662-6680549,17,1,2447.8,5,3,4,12,534,0,Regular Customers
405-5439754-9810409,37,1,1206.72,4,3,2,9,432,0,Regular Customers
405-5439862-7060870,23,1,1610.99,5,3,2,10,532,0,Regular Customers
405-5440361-5956358,110,1,2083.35,1,3,3,7,133,1,Occasional Buyers
405-5440425-6806153,118,1,1138.44,1,3,2,6,132,1,Occasional Buyers
405-5440959-9963602,102,1,8188.97,1,3,5,9,135,2,High Value Customers
405-5441269-3939563,81,1,869.88,2,3,1,6,231,1,Occasional Buyers
405-5441313-7949395,73,1,892.11,3,3,1,7,331,1,Occasional Buyers
405-5441372-9676809,64,1,2015.32,3,3,3,9,333,1,Occasional Buyers
405-5441730-4877989,16,1,613.51,5,3,1,9,531,0,Regular Customers
405-5441737-6740929,21,1,229.85,5,3,1,9,531,0,Regular Customers
405-5441838-6446162,66,1,1040.56,3,3,2,8,332,1,Occasional Buyers
405-5442153-3292991,122,1,1858.5,1,3,3,7,133,1,Occasional Buyers
405-5442192-1518898,25,1,1464.55,5,3,2,10,532,0,Regular Customers
405-5442468-5944880,72,1,1353.3,3,3,2,8,332,1,Occasional Buyers
405-5442515-6406608,80,1,4087.58,2,3,5,10,235,2,High Value Customers
405-5442658-8887583,17,1,1790.98,5,3,3,11,533,0,Regular Customers
405-5443027-9656107,119,1,2083.35,1,3,3,7,133,1,Occasional Buyers
405-5443540-7116061,116,1,2717.48,1,3,4,8,134,1,Occasional Buyers
405-5443936-4010134,89,1,2328.15,2,3,3,8,233,1,Occasional Buyers
405-5443993-9965969,11,1,1804.6,5,3,3,11,533,0,Regular Customers
405-5444281-7171666,74,1,305.46,3,3,1,7,331,1,Occasional Buyers
405-5444577-1049241,63,1,8043.2,3,3,5,11,335,2,High Value Customers
405-5444803-6427674,81,1,640.33,2,3,1,6,231,1,Occasional Buyers
405-5444869-8310299,26,1,2417.24,4,3,4,11,434,0,Regular Customers
405-5444940-1742157,31,1,2446.26,4,3,4,11,434,0,Regular Customers
405-5445046-8805012,112,1,332.06,1,3,1,5,131,1,Occasional Buyers
405-5445094-3206194,113,1,1412.24,1,3,2,6,132,1,Occasional Buyers
405-5445167-8697635,18,1,2874.16,5,3,4,12,534,0,Regular Customers
405-5445239-3623256,67,1,2590.09,3,3,4,10,334,1,Occasional Buyers
405-5445308-3866072,55,1,2363.98,3,3,3,9,333,0,Regular Customers
405-5445623-4209074,93,1,1668.77,2,3,2,7,232,1,Occasional Buyers
405-5445628-3046073,13,1,2876.29,5,3,4,12,534,0,Regular Customers
405-5446058-2859149,104,1,4111.6,1,3,5,9,135,1,Occasional Buyers
405-5446209-4590071,100,1,417.76,1,3,1,5,131,1,Occasional Buyers
405-5446243-6641316,70,1,989.69,3,3,1,7,331,1,Occasional Buyers
405-5446467-1931094,7,1,1763.73,5,3,2,10,532,0,Regular Customers
405-5446675-7932449,48,1,1667.86,4,3,2,9,432,0,Regular Customers
